support,confidence,rule
0.0063,0.0121,band -> mcr music
0.0063,0.0121,band -> mcr
0.0063,0.0121,band -> orchestra
0.0063,0.0121,band -> mcr music
0.0063,0.0121,band -> mcr
0.0063,0.0121,band -> orchestra
0.0063,0.0121,band -> mcr music
0.0063,0.0121,band -> mcr
0.0063,0.0121,band -> orchestra
0.0063,0.0121,band -> mcr music
0.0063,0.0121,band -> mcr
0.0063,0.0121,band -> orchestra
0.0063,0.0121,band -> mcr music
0.0063,0.0121,band -> mcr
0.0063,0.0121,band -> orchestra
0.0063,0.0121,band -> mcr music
0.0063,0.0121,band -> mcr
0.0063,0.0121,band -> orchestra
0.0063,0.0121,band -> mcr music
0.0063,0.0121,band -> mcr
0.0063,0.0121,band -> orchestra
0.0063,0.0121,band -> mcr music
0.0063,0.0121,band -> mcr
0.0063,0.0121,band -> orchestra
0.0063,0.0121,band -> mcr music
0.0063,0.0121,band -> mcr
0.0063,0.0121,band -> orchestra
0.0063,0.0121,band -> mcr music
0.0063,0.0121,band -> mcr
0.0063,0.0121,band -> orchestra
0.0063,0.0121,band -> mcr music
0.0063,0.0121,band -> mcr
0.0063,0.0121,band -> orchestra
0.0063,0.0121,band -> mcr music
0.0063,0.0121,band -> mcr
0.0063,0.0121,band -> orchestra
0.0063,0.0121,band -> orchestra
0.0063,0.0121,band -> mcr music
0.0063,0.0121,band -> mcr
0.0063,0.0121,band -> orchestra
0.0063,0.0121,band -> mcr music
0.0063,0.0121,band -> mcr
0.0063,0.0121,band -> orchestra
0.0063,0.0121,band -> orchestra
0.0063,0.0121,band -> mcr music
0.0063,0.0121,band -> mcr
0.0063,0.0121,band -> orchestra
0.0063,0.0121,band -> mcr music
0.0063,0.0121,band -> mcr
0.0063,0.0121,band -> orchestra
0.0063,0.0121,band -> mcr music
0.0063,0.0121,band -> mcr
0.0063,0.0121,band -> orchestra
0.0063,0.0121,band -> mcr music
0.0063,0.0121,band -> mcr
0.0063,0.0121,band -> orchestra
0.0063,0.0121,band -> mcr music
0.0063,0.0121,band -> mcr
0.0063,0.0121,band -> orchestra
0.0063,0.0121,band -> mcr music
0.0063,0.0121,band -> mcr
0.0063,0.0121,band -> orchestra
0.0063,0.0252,singer -> jack
0.0063,0.0252,singer -> jack
0.0063,0.0252,singer -> jack
0.0063,0.0252,singer -> jack
0.0063,0.0252,singer -> jack
0.0063,0.0252,singer -> jack
0.0063,0.0252,singer -> jack
0.0063,0.0252,singer -> jack
0.0063,0.0252,singer -> jack
0.0063,0.0252,singer -> jack
0.0063,0.0252,singer -> jack
0.0063,0.0252,singer -> jack
0.0063,0.0252,singer -> jack
0.0063,0.0252,singer -> jack
0.0063,0.0252,singer -> jack
0.0063,0.0252,singer -> jack
0.0063,0.0252,singer -> jack
0.0063,0.0252,singer -> jack
0.0063,0.0252,singer -> jack
0.0063,0.0252,singer -> jack
0.0063,0.0252,singer -> jack
0.0063,0.0252,singer -> jack
0.0063,0.0252,singer -> jack
0.0063,0.0252,singer -> jack
0.0063,0.0252,singer -> jack
0.0063,0.0252,singer -> jack
0.0063,0.0252,singer -> jack
0.0063,0.0252,singer -> jack
0.0063,0.0252,singer -> jack
0.0063,0.0252,singer -> jack
0.0063,0.0252,singer -> jack
0.0063,0.0252,singer -> jack
0.0063,0.0252,singer -> jack
0.0063,0.0252,singer -> jack
0.0063,0.0252,singer -> jack
0.0063,0.0252,singer -> jack
0.0063,0.0252,singer -> jack
0.0063,0.0252,singer -> jack
0.0063,0.0252,singer -> jack
0.0063,0.0252,singer -> jack
0.0063,0.0252,singer -> jack
0.0063,0.0252,singer -> jack
0.0063,0.0252,singer -> jack
0.0063,0.0252,singer -> jack
0.0063,0.0252,singer -> jack
0.0063,0.0252,singer -> jack
0.0063,0.0252,singer -> jack
0.0063,0.0252,singer -> jack
0.0063,0.0252,singer -> jack
0.0063,0.0252,singer -> jack
0.0063,0.0252,singer -> jack
0.0063,0.0252,singer -> jack
0.0063,0.0252,singer -> jack
0.0063,0.0252,singer -> jack
0.0063,0.0252,singer -> jack
0.0063,0.0252,singer -> jack
0.0063,0.0252,singer -> jack
0.0063,0.0252,singer -> jack
0.0063,0.0252,singer -> jack
0.0063,0.0252,singer -> jack
0.0063,0.0252,singer -> jack
0.0063,0.0252,singer -> jack
0.0063,0.0252,singer -> jack
0.0063,0.0252,singer -> jack
0.0063,0.0252,singer -> jack
0.0063,0.0252,singer -> jack
0.0063,0.0252,singer -> jack
0.0063,0.0252,singer -> jack
0.0063,0.0252,singer -> jack
0.0063,0.0252,singer -> jack
0.0063,0.0252,singer -> jack
0.0063,0.0252,singer -> jack
0.0063,0.0252,singer -> jack
0.0063,0.0252,singer -> jack
0.0063,0.0252,singer -> jack
0.0063,0.0252,singer -> jack
0.0063,0.0252,singer -> jack
0.0063,0.0252,singer -> jack
0.0063,0.0252,singer -> jack
0.0063,0.0252,singer -> jack
0.0063,0.0252,singer -> jack
0.0063,0.0252,singer -> jack
0.0063,0.0252,singer -> jack
0.0063,0.0252,singer -> jack
0.0063,0.0252,singer -> jack
0.0063,0.0252,singer -> jack
0.0063,0.0252,singer -> jack
0.0063,0.0252,singer -> jack
0.0063,0.0252,singer -> jack
0.0063,0.0252,singer -> jack
0.0063,0.0252,singer -> jack
0.0063,0.0252,singer -> jack
0.0063,0.0252,singer -> jack
0.0063,0.0252,singer -> jack
0.0063,0.0252,singer -> jack
0.0063,0.0252,singer -> jack
0.0063,0.0252,singer -> jack
0.0063,0.0252,singer -> jack
0.0063,0.0252,singer -> jack
0.0063,0.0252,singer -> jack
0.0063,0.0252,singer -> jack
0.0063,0.0252,singer -> jack
0.0063,0.0252,singer -> jack
0.0063,0.0252,singer -> jack
0.0063,0.0252,singer -> jack
0.0063,0.0252,singer -> jack
0.0063,0.0252,singer -> jack
0.0063,0.0252,singer -> jack
0.0063,0.0252,singer -> jack
0.0063,0.0252,singer -> jack
0.0063,0.0252,singer -> jack
0.0063,0.0252,singer -> jack
0.0063,0.0252,singer -> jack
0.0063,0.0252,singer -> jack
0.0063,0.0252,singer -> jack
0.0063,0.0252,singer -> jack
0.0063,0.2143,music -> mcr
0.0063,0.2143,music -> mcr band
0.0063,0.2143,music -> mcr
0.0063,0.2143,music -> mcr band
0.0063,0.2143,music -> mcr
0.0063,0.2143,music -> mcr band
0.0063,0.2143,music -> mcr
0.0063,0.2143,music -> mcr band
0.0063,0.2143,music -> mcr
0.0063,0.2143,music -> mcr band
0.0063,0.2143,music -> mcr
0.0063,0.2143,music -> mcr band
0.0063,0.2143,music -> mcr
0.0063,0.2143,music -> mcr band
0.0063,0.2143,music -> mcr
0.0063,0.2143,music -> mcr band
0.0063,0.2143,music -> mcr
0.0063,0.2143,music -> mcr band
0.0063,0.2143,music -> mcr
0.0063,0.2143,music -> mcr band
0.0063,0.2143,music -> mcr
0.0063,0.2143,music -> mcr band
0.0063,0.7500,music band -> mcr
0.0063,0.7500,orchestra -> band
0.0083,0.0161,band -> music
0.0083,0.0161,band -> music
0.0083,0.0161,band -> music
0.0083,0.0161,band -> music
0.0083,0.0161,band -> music
0.0083,0.0161,band -> music
0.0083,0.0161,band -> music
0.0083,0.0161,band -> music
0.0083,0.0161,band -> music
0.0083,0.0161,band -> music
0.0083,0.0161,band -> music
0.0083,0.0161,band -> music
0.0083,0.0161,band -> music
0.0083,0.0161,band -> music
0.0083,0.0161,band -> music
0.0083,0.0161,band -> music
0.0083,0.0161,band -> music
0.0083,0.0161,band -> music
0.0083,0.0161,band -> music
0.0083,0.0161,band -> music
0.0083,0.0161,band -> music
0.0083,0.0161,band -> music
0.0083,0.0161,band -> music
0.0083,0.0161,band -> music
0.0083,0.0161,band -> music
0.0083,0.0161,band -> music
0.0083,0.0161,band -> music
0.0083,0.0161,band -> music
0.0083,0.0161,band -> music
0.0083,0.0161,band -> music
0.0083,0.0161,band -> music
0.0083,0.0161,band -> music
0.0083,0.0161,band -> music
0.0083,0.0161,band -> music
0.0083,0.0161,band -> music
0.0083,0.0161,band -> music
0.0083,0.0161,band -> music
0.0083,0.0161,band -> music
0.0083,0.0161,band -> music
0.0083,0.0161,band -> music
0.0083,0.0161,band -> music
0.0083,0.0161,band -> music
0.0083,0.0161,band -> music
0.0083,0.0161,band -> music
0.0083,0.0161,band -> music
0.0083,0.0161,band -> music
0.0083,0.0161,band -> music
0.0083,0.0161,band -> music
0.0083,0.0161,band -> music
0.0083,0.0161,band -> music
0.0083,0.0161,band -> music
0.0083,0.0161,band -> music
0.0083,0.0161,band -> music
0.0083,0.0161,band -> music
0.0083,0.0161,band -> music
0.0083,0.0161,band -> music
0.0083,0.0161,band -> music
0.0083,0.0161,band -> music
0.0083,0.0161,band -> music
0.0083,0.0161,band -> music
0.0083,0.0161,band -> music
0.0083,0.0161,band -> music
0.0083,0.0161,band -> music
0.0083,0.0161,band -> music
0.0083,0.0161,band -> music
0.0083,0.0161,band -> music
0.0083,0.0161,band -> music
0.0083,0.0161,band -> music
0.0083,0.0161,band -> music
0.0083,0.0161,band -> music
0.0083,0.0161,band -> music
0.0083,0.0161,band -> music
0.0083,0.0161,band -> music
0.0083,0.0161,band -> music
0.0083,0.0161,band -> music
0.0083,0.0161,band -> music
0.0083,0.0161,band -> music
0.0083,0.0161,band -> music
0.0083,0.0161,band -> music
0.0083,0.0161,band -> music
0.0083,0.0161,band -> music
0.0083,0.0161,band -> music
0.0083,0.0161,band -> music
0.0083,0.0161,band -> music
0.0083,0.0161,band -> music
0.0083,0.0161,band -> music
0.0083,0.0161,band -> music
0.0083,0.0161,band -> music
0.0083,0.0161,band -> music
0.0083,0.0161,band -> music
0.0083,0.0161,band -> music
0.0083,0.0161,band -> music
0.0083,0.0161,band -> music
0.0083,0.0161,band -> music
0.0083,0.0161,band -> music
0.0083,0.0161,band -> music
0.0083,0.0161,band -> music
0.0083,0.0161,band -> music
0.0083,0.0161,band -> music
0.0083,0.0161,band -> music
0.0083,0.0161,band -> music
0.0083,0.0161,band -> music
0.0083,0.0161,band -> music
0.0083,0.0161,band -> music
0.0083,0.0161,band -> music
0.0083,0.0161,band -> music
0.0083,0.0161,band -> music
0.0083,0.0161,band -> music
0.0083,0.0161,band -> music
0.0083,0.0161,band -> music
0.0083,0.0161,band -> music
0.0083,0.0161,band -> music
0.0083,0.0161,band -> music
0.0083,0.0161,band -> music
0.0083,0.0161,band -> music
0.0083,0.0161,band -> music
0.0083,0.0161,band -> music
0.0083,0.0161,band -> music
0.0083,0.0161,band -> music
0.0083,0.0161,band -> music
0.0083,0.0161,band -> music
0.0083,0.0161,band -> music
0.0083,0.0161,band -> music
0.0083,0.0161,band -> music
0.0083,0.0161,band -> music
0.0083,0.0161,band -> music
0.0083,0.0161,band -> music
0.0083,0.0161,band -> music
0.0083,0.0161,band -> music
0.0083,0.0161,band -> music
0.0083,0.0161,band -> music
0.0083,0.0161,band -> music
0.0083,0.0161,band -> music
0.0083,0.0161,band -> music
0.0083,0.0161,band -> music
0.0083,0.0161,band -> music
0.0083,0.0161,band -> music
0.0083,0.0161,band -> music
0.0083,0.0161,band -> music
0.0083,0.0161,band -> music
0.0083,0.0161,band -> music
0.0083,0.0161,band -> music
0.0083,0.0161,band -> music
0.0083,0.0161,band -> music
0.0083,0.0161,band -> music
0.0083,0.0161,band -> music
0.0083,0.0161,band -> music
0.0083,0.0161,band -> music
0.0083,0.0161,band -> music
0.0083,0.0161,band -> music
0.0083,0.0161,band -> music
0.0083,0.0161,band -> music
0.0083,0.0161,band -> music
0.0083,0.0161,band -> music
0.0083,0.0161,band -> music
0.0083,0.0161,band -> music
0.0083,0.0161,band -> music
0.0083,0.0161,band -> music
0.0083,0.0161,band -> music
0.0083,0.0161,band -> music
0.0083,0.0161,band -> music
0.0083,0.0161,band -> music
0.0083,0.0161,band -> music
0.0083,0.0161,band -> music
0.0083,0.0161,band -> music
0.0083,0.0161,band -> music
0.0083,0.0161,band -> music
0.0083,0.0161,band -> music
0.0083,0.0161,band -> music
0.0083,0.0161,band -> music
0.0083,0.0161,band -> music
0.0083,0.0161,band -> music
0.0083,0.0161,band -> music
0.0083,0.0161,band -> music
0.0083,0.0161,band -> music
0.0083,0.0161,band -> music
0.0083,0.0161,band -> music
0.0083,0.0161,band -> music
0.0083,0.0161,band -> music
0.0083,0.0161,band -> music
0.0083,0.0161,band -> music
0.0083,0.0161,band -> music
0.0083,0.0161,band -> music
0.0083,0.0161,band -> music
0.0083,0.0161,band -> music
0.0083,0.0161,band -> music
0.0083,0.0161,band -> music
0.0083,0.0161,band -> music
0.0083,0.0161,band -> music
0.0083,0.0161,band -> music
0.0083,0.0161,band -> music
0.0083,0.0161,band -> music
0.0083,0.0161,band -> music
0.0083,0.0161,band -> music
0.0083,0.0161,band -> music
0.0083,0.0161,band -> music
0.0083,0.0161,band -> music
0.0083,0.0161,band -> music
0.0083,0.0161,band -> music
0.0083,0.0161,band -> music
0.0083,0.0161,band -> music
0.0083,0.0161,band -> music
0.0083,0.0161,band -> music
0.0083,0.0161,band -> music
0.0083,0.0161,band -> music
0.0083,0.0161,band -> music
0.0083,0.0161,band -> music
0.0083,0.0161,band -> music
0.0083,0.0161,band -> music
0.0083,0.0161,band -> music
0.0083,0.0161,band -> music
0.0083,0.0161,band -> music
0.0083,0.0161,band -> music
0.0083,0.0161,band -> music
0.0083,0.0161,band -> music
0.0083,0.0161,band -> music
0.0083,0.0161,band -> music
0.0083,0.0161,band -> music
0.0083,0.0161,band -> music
0.0083,0.0161,band -> music
0.0083,0.0161,band -> music
0.0083,0.0161,band -> music
0.0083,0.0161,band -> music
0.0083,0.0161,band -> music
0.0083,0.0161,band -> music
0.0083,0.0161,band -> music
0.0083,0.0161,band -> music
0.0083,0.0161,band -> music
0.0083,0.0161,band -> music
0.0083,0.0161,band -> music
0.0083,0.0161,band -> music
0.0083,0.0161,band -> music
0.0083,0.0161,band -> music
0.0083,0.0161,band -> music
0.0083,0.0161,band -> music
0.0083,0.0161,band -> music
0.0083,0.0161,band -> music
0.0083,0.0161,band -> music
0.0083,0.0161,band -> music
0.0083,0.0161,band -> music
0.0083,0.0161,band -> music
0.0083,0.0161,band -> music
0.0083,0.0161,band -> music
0.0083,0.0161,band -> music
0.0083,0.2857,music -> band
0.0083,0.2857,music -> band
0.0083,0.2857,music -> band
0.0083,0.2857,music -> band
0.0083,0.2857,music -> band
0.0083,0.2857,music -> band
0.0083,0.2857,music -> band
0.0083,0.2857,music -> band
0.0083,0.2857,music -> band
0.0083,0.2857,music -> band
0.0104,0.0420,singer -> sarah
0.0104,0.0420,singer -> sarah
0.0104,0.0420,singer -> sarah
0.0104,0.0420,singer -> sarah
0.0104,0.0420,singer -> sarah
0.0104,0.0420,singer -> sarah
0.0104,0.0420,singer -> sarah
0.0104,0.0420,singer -> sarah
0.0104,0.0420,singer -> sarah
0.0104,0.0420,singer -> sarah
0.0104,0.0420,singer -> sarah
0.0104,0.0420,singer -> sarah
0.0104,0.0420,singer -> sarah
0.0104,0.0420,singer -> sarah
0.0104,0.0420,singer -> sarah
0.0104,0.0420,singer -> sarah
0.0104,0.0420,singer -> sarah
0.0104,0.0420,singer -> sarah
0.0104,0.0420,singer -> sarah
0.0104,0.0420,singer -> sarah
0.0104,0.0420,singer -> sarah
0.0104,0.0420,singer -> sarah
0.0104,0.0420,singer -> sarah
0.0104,0.0420,singer -> sarah
0.0104,0.0420,singer -> sarah
0.0104,0.0420,singer -> sarah
0.0104,0.0420,singer -> sarah
0.0104,0.0420,singer -> sarah
0.0104,0.0420,singer -> sarah
0.0104,0.0420,singer -> sarah
0.0104,0.0420,singer -> sarah
0.0104,0.0420,singer -> sarah
0.0104,0.0420,singer -> sarah
0.0104,0.0420,singer -> sarah
0.0104,0.0420,singer -> sarah
0.0104,0.0420,singer -> sarah
0.0104,0.0420,singer -> sarah
0.0104,0.0420,singer -> sarah
0.0104,0.0420,singer -> sarah
0.0104,0.0420,singer -> sarah
0.0104,0.0420,singer -> sarah
0.0104,0.0420,singer -> sarah
0.0104,0.0420,singer -> sarah
0.0104,0.0420,singer -> sarah
0.0104,0.0420,singer -> sarah
0.0104,0.0420,singer -> sarah
0.0104,0.0420,singer -> sarah
0.0104,0.0420,singer -> sarah
0.0104,0.0420,singer -> sarah
0.0104,0.0420,singer -> sarah
0.0104,0.0420,singer -> sarah
0.0104,0.0420,singer -> sarah
0.0104,0.0420,singer -> sarah
0.0104,0.0420,singer -> sarah
0.0104,0.0420,singer -> sarah
0.0104,0.0420,singer -> sarah
0.0104,0.0420,singer -> sarah
0.0104,0.0420,singer -> sarah
0.0104,0.0420,singer -> sarah
0.0104,0.0420,singer -> sarah
0.0104,0.0420,singer -> sarah
0.0104,0.0420,singer -> sarah
0.0104,0.0420,singer -> sarah
0.0104,0.0420,singer -> sarah
0.0104,0.0420,singer -> sarah
0.0104,0.0420,singer -> sarah
0.0104,0.0420,singer -> sarah
0.0104,0.0420,singer -> sarah
0.0104,0.0420,singer -> sarah
0.0104,0.0420,singer -> sarah
0.0104,0.0420,singer -> sarah
0.0104,0.0420,singer -> sarah
0.0104,0.0420,singer -> sarah
0.0104,0.0420,singer -> sarah
0.0104,0.0420,singer -> sarah
0.0104,0.0420,singer -> sarah
0.0104,0.0420,singer -> sarah
0.0104,0.0420,singer -> sarah
0.0104,0.0420,singer -> sarah
0.0104,0.0420,singer -> sarah
0.0104,0.0420,singer -> sarah
0.0104,0.0420,singer -> sarah
0.0104,0.0420,singer -> sarah
0.0104,0.0420,singer -> sarah
0.0104,0.0420,singer -> sarah
0.0104,0.0420,singer -> sarah
0.0104,0.0420,singer -> sarah
0.0104,0.0420,singer -> sarah
0.0104,0.0420,singer -> sarah
0.0104,0.0420,singer -> sarah
0.0104,0.0420,singer -> sarah
0.0104,0.0420,singer -> sarah
0.0104,0.0420,singer -> sarah
0.0104,0.0420,singer -> sarah
0.0104,0.0420,singer -> sarah
0.0104,0.0420,singer -> sarah
0.0104,0.0420,singer -> sarah
0.0104,0.0420,singer -> sarah
0.0104,0.0420,singer -> sarah
0.0104,0.0420,singer -> sarah
0.0104,0.0420,singer -> sarah
0.0104,0.0420,singer -> sarah
0.0104,0.0420,singer -> sarah
0.0104,0.0420,singer -> sarah
0.0104,0.0420,singer -> sarah
0.0104,0.0420,singer -> sarah
0.0104,0.0420,singer -> sarah
0.0104,0.0420,singer -> sarah
0.0104,0.0420,singer -> sarah
0.0104,0.0420,singer -> sarah
0.0104,0.0420,singer -> sarah
0.0104,0.0420,singer -> sarah
0.0104,0.0420,singer -> sarah
0.0104,0.0420,singer -> sarah
0.0104,0.7143,sarah -> singer
0.0104,0.7143,sarah -> singer
0.0146,0.0588,singer -> renowned
0.0146,0.0588,singer -> renowned
0.0146,0.0588,singer -> renowned
0.0146,0.0588,singer -> renowned
0.0146,0.0588,singer -> renowned
0.0146,0.0588,singer -> renowned
0.0146,0.0588,singer -> renowned
0.0146,0.0588,singer -> renowned
0.0146,0.0588,singer -> renowned
0.0146,0.0588,singer -> renowned
0.0146,0.0588,singer -> renowned
0.0146,0.0588,singer -> renowned
0.0146,0.0588,singer -> renowned
0.0146,0.0588,singer -> renowned
0.0146,0.0588,singer -> renowned
0.0146,0.0588,singer -> renowned
0.0146,0.0588,singer -> renowned
0.0146,0.0588,singer -> renowned
0.0146,0.0588,singer -> renowned
0.0146,0.0588,singer -> renowned
0.0146,0.0588,singer -> renowned
0.0146,0.0588,singer -> renowned
0.0146,0.0588,singer -> renowned
0.0146,0.0588,singer -> renowned
0.0146,0.0588,singer -> renowned
0.0146,0.0588,singer -> renowned
0.0146,0.0588,singer -> renowned
0.0146,0.0588,singer -> renowned
0.0146,0.0588,singer -> renowned
0.0146,0.0588,singer -> renowned
0.0146,0.0588,singer -> renowned
0.0146,0.0588,singer -> renowned
0.0146,0.0588,singer -> renowned
0.0146,0.0588,singer -> renowned
0.0146,0.0588,singer -> renowned
0.0146,0.0588,singer -> renowned
0.0146,0.0588,singer -> renowned
0.0146,0.0588,singer -> renowned
0.0146,0.0588,singer -> renowned
0.0146,0.0588,singer -> renowned
0.0146,0.0588,singer -> renowned
0.0146,0.0588,singer -> renowned
0.0146,0.0588,singer -> renowned
0.0146,0.0588,singer -> renowned
0.0146,0.0588,singer -> renowned
0.0146,0.0588,singer -> renowned
0.0146,0.0588,singer -> renowned
0.0146,0.0588,singer -> renowned
0.0146,0.0588,singer -> renowned
0.0146,0.0588,singer -> renowned
0.0146,0.0588,singer -> renowned
0.0146,0.0588,singer -> renowned
0.0146,0.0588,singer -> renowned
0.0146,0.0588,singer -> renowned
0.0146,0.0588,singer -> renowned
0.0146,0.0588,singer -> renowned
0.0146,0.0588,singer -> renowned
0.0146,0.0588,singer -> renowned
0.0146,0.0588,singer -> renowned
0.0146,0.0588,singer -> renowned
0.0146,0.0588,singer -> renowned
0.0146,0.0588,singer -> renowned
0.0146,0.0588,singer -> renowned
0.0146,0.0588,singer -> renowned
0.0146,0.0588,singer -> renowned
0.0146,0.0588,singer -> renowned
0.0146,0.0588,singer -> renowned
0.0146,0.0588,singer -> renowned
0.0146,0.0588,singer -> renowned
0.0146,0.0588,singer -> renowned
0.0146,0.0588,singer -> renowned
0.0146,0.0588,singer -> renowned
0.0146,0.0588,singer -> renowned
0.0146,0.0588,singer -> renowned
0.0146,0.0588,singer -> renowned
0.0146,0.0588,singer -> renowned
0.0146,0.0588,singer -> renowned
0.0146,0.0588,singer -> renowned
0.0146,0.0588,singer -> renowned
0.0146,0.0588,singer -> renowned
0.0146,0.0588,singer -> renowned
0.0146,0.0588,singer -> renowned
0.0146,0.0588,singer -> renowned
0.0146,0.0588,singer -> renowned
0.0146,0.0588,singer -> renowned
0.0146,0.0588,singer -> renowned
0.0146,0.0588,singer -> renowned
0.0146,0.0588,singer -> renowned
0.0146,0.0588,singer -> renowned
0.0146,0.0588,singer -> renowned
0.0146,0.0588,singer -> renowned
0.0146,0.0588,singer -> renowned
0.0146,0.0588,singer -> renowned
0.0146,0.0588,singer -> renowned
0.0146,0.0588,singer -> renowned
0.0146,0.0588,singer -> renowned
0.0146,0.0588,singer -> renowned
0.0146,0.0588,singer -> renowned
0.0146,0.0588,singer -> renowned
0.0146,0.0588,singer -> renowned
0.0146,0.0588,singer -> renowned
0.0146,0.0588,singer -> renowned
0.0146,0.0588,singer -> renowned
0.0146,0.0588,singer -> renowned
0.0146,0.0588,singer -> renowned
0.0146,0.0588,singer -> renowned
0.0146,0.0588,singer -> renowned
0.0146,0.0588,singer -> renowned
0.0146,0.0588,singer -> renowned
0.0146,0.0588,singer -> renowned
0.0146,0.0588,singer -> renowned
0.0146,0.0588,singer -> renowned
